optionSymbol;underlying;expiration;side;strike;firstTraded;dte;updated;bid;bidSize;mid;ask;askSize;last;openInterest;volume;inTheMoney;intrinsicValue;extrinsicValue;underlyingPrice;iv;delta;gamma;theta;vega;ticker;date
META260320C01090000;META;1774036800;call;1090.0;1738161000;14;1772830800;0.0;0;0.025;0.05;5;0.08;318;0;False;0.0;0.025;644.86;;;;;;META;2026-03-06
META260320C01100000;META;1774036800;call;1100.0;1738161000;14;1772830800;0.01;23;0.015;0.02;38;0.01;2326;29;False;0.0;0.015;644.86;;;;;;META;2026-03-06
META260320C01110000;META;1774036800;call;1110.0;1738161000;14;1772830800;0.0;0;0.01;0.02;1;0.01;446;3;False;0.0;0.01;644.86;;;;;;META;2026-03-06
META260320C01120000;META;1774036800;call;1120.0;1738161000;14;1772830800;0.0;0;0.01;0.02;1;0.04;218;0;False;0.0;0.01;644.86;;;;;;META;2026-03-06
META260320C01130000;META;1774036800;call;1130.0;1738161000;14;1772830800;0.01;2;0.015;0.02;5;0.04;266;10;False;0.0;0.015;644.86;;;;;;META;2026-03-06
META260320C01140000;META;1774036800;call;1140.0;1738161000;14;1772830800;0.0;0;0.02;0.04;5;0.01;724;10;False;0.0;0.02;644.86;;;;;;META;2026-03-06
META260320C01150000;META;1774036800;call;1150.0;1738161000;14;1772830800;0.0;0;0.015;0.03;16;0.01;1273;3;False;0.0;0.015;644.86;;;;;;META;2026-03-06
META260320C01160000;META;1774036800;call;1160.0;1738161000;14;1772830800;0.0;0;0.015;0.03;20;0.01;1095;2;False;0.0;0.015;644.86;;;;;;META;2026-03-06
META260320C01170000;META;1774036800;call;1170.0;1738161000;14;1772830800;0.0;0;0.01;0.02;1;0.04;111;0;False;0.0;0.01;644.86;;;;;;META;2026-03-06
META260320C01180000;META;1774036800;call;1180.0;1738161000;14;1772830800;0.0;0;0.015;0.03;17;0.02;704;0;False;0.0;0.015;644.86;;;;;;META;2026-03-06
META260320C01190000;META;1774036800;call;1190.0;1738161000;14;1772830800;0.0;0;0.015;0.03;15;0.01;941;340;False;0.0;0.015;644.86;;;;;;META;2026-03-06
META260320C01200000;META;1774036800;call;1200.0;1738161000;14;1772830800;0.0;0;0.015;0.03;10;0.02;1661;0;False;0.0;0.015;644.86;;;;;;META;2026-03-06
META260320C01210000;META;1774036800;call;1210.0;1738161000;14;1772830800;0.0;0;0.015;0.03;15;0.01;254;0;False;0.0;0.015;644.86;;;;;;META;2026-03-06
META260320C01220000;META;1774036800;call;1220.0;1738161000;14;1772830800;0.0;0;0.015;0.03;10;0.01;477;0;False;0.0;0.015;644.86;;;;;;META;2026-03-06
META260320C01230000;META;1774036800;call;1230.0;1738161000;14;1772830800;0.0;0;0.015;0.03;1;0.15;226;0;False;0.0;0.015;644.86;;;;;;META;2026-03-06
META260320C01240000;META;1774036800;call;1240.0;1738161000;14;1772830800;0.0;0;0.24;0.48;16;0.03;370;0;False;0.0;0.24;644.86;;;;;;META;2026-03-06
META260320C01250000;META;1774036800;call;1250.0;1738161000;14;1772830800;0.0;0;0.015;0.03;10;0.01;677;0;False;0.0;0.015;644.86;;;;;;META;2026-03-06
META260320C01260000;META;1774036800;call;1260.0;1738161000;14;1772830800;0.0;0;0.435;0.87;36;0.01;132;1;False;0.0;0.435;644.86;;;;;;META;2026-03-06
META260320C01270000;META;1774036800;call;1270.0;1738161000;14;1772830800;0.0;0;0.01;0.02;70;0.01;989;0;False;0.0;0.01;644.86;;;;;;META;2026-03-06
META260320C01280000;META;1774036800;call;1280.0;1738161000;14;1772830800;0.0;0;0.015;0.03;10;0.02;715;0;False;0.0;0.015;644.86;;;;;;META;2026-03-06
META260320C01290000;META;1774036800;call;1290.0;1738161000;14;1772830800;0.0;0;0.305;0.61;24;0.06;68;0;False;0.0;0.305;644.86;;;;;;META;2026-03-06
META260320C01300000;META;1774036800;call;1300.0;1738161000;14;1772830800;0.0;0;0.05;0.1;20;0.05;253;0;False;0.0;0.05;644.86;;;;;;META;2026-03-06
META260320C01310000;META;1774036800;call;1310.0;1738161000;14;1772830800;0.0;0;0.015;0.03;5;0.04;214;0;False;0.0;0.015;644.86;;;;;;META;2026-03-06
META260320C01320000;META;1774036800;call;1320.0;1738161000;14;1772830800;0.0;0;0.435;0.87;36;0.13;89;0;False;0.0;0.435;644.86;;;;;;META;2026-03-06
META260320C01330000;META;1774036800;call;1330.0;1738161000;14;1772830800;0.0;0;0.435;0.87;36;0.15;167;0;False;0.0;0.435;644.86;;;;;;META;2026-03-06
META260320C01340000;META;1774036800;call;1340.0;1738161000;14;1772830800;0.0;0;0.01;0.02;5;0.01;1670;83;False;0.0;0.01;644.86;;;;;;META;2026-03-06
META260320C01350000;META;1774036800;call;1350.0;1738161000;14;1772830800;0.0;0;0.435;0.87;36;0.01;273;0;False;0.0;0.435;644.86;;;;;;META;2026-03-06
META260320C01360000;META;1774036800;call;1360.0;1738161000;14;1772830800;0.0;0;0.005;0.01;10;0.01;2188;0;False;0.0;0.005;644.86;;;;;;META;2026-03-06
META260320C01370000;META;1774036800;call;1370.0;1769783400;14;1772830800;0.0;0;0.535;1.07;36;0.03;19;0;False;0.0;0.535;644.86;;;;;;META;2026-03-06
META260320C01380000;META;1774036800;call;1380.0;1769783400;14;1772830800;0.0;0;0.43;0.86;36;0.02;66;0;False;0.0;0.43;644.86;;;;;;META;2026-03-06
META260320C01390000;META;1774036800;call;1390.0;1769783400;14;1772830800;0.0;0;0.43;0.86;36;0.02;56;0;False;0.0;0.43;644.86;;;;;;META;2026-03-06
META260320C01400000;META;1774036800;call;1400.0;1769783400;14;1772830800;0.0;0;0.535;1.07;36;0.01;30;0;False;0.0;0.535;644.86;;;;;;META;2026-03-06
META260320C01410000;META;1774036800;call;1410.0;1769783400;14;1772830800;0.0;0;1.07;2.14;24;0.0;0;0;False;0.0;1.07;644.86;;;;;;META;2026-03-06
META260320C01420000;META;1774036800;call;1420.0;1769783400;14;1772830800;0.0;0;1.07;2.14;24;0.0;0;0;False;0.0;1.07;644.86;;;;;;META;2026-03-06
META260320C01430000;META;1774036800;call;1430.0;1769783400;14;1772830800;0.0;0;1.07;2.14;24;0.0;0;0;False;0.0;1.07;644.86;;;;;;META;2026-03-06
META260320C01440000;META;1774036800;call;1440.0;1769783400;14;1772830800;0.0;0;1.07;2.14;24;0.0;0;0;False;0.0;1.07;644.86;;;;;;META;2026-03-06
META260320C01450000;META;1774036800;call;1450.0;1769783400;14;1772830800;0.0;0;1.075;2.15;24;0.0;0;0;False;0.0;1.075;644.86;;;;;;META;2026-03-06
META260320C01460000;META;1774036800;call;1460.0;1769783400;14;1772830800;0.0;0;1.075;2.15;24;0.0;0;0;False;0.0;1.075;644.86;;;;;;META;2026-03-06
META260320C01470000;META;1774036800;call;1470.0;1769783400;14;1772830800;0.0;0;1.08;2.16;24;0.0;0;0;False;0.0;1.08;644.86;;;;;;META;2026-03-06
META260320C01480000;META;1774036800;call;1480.0;1769783400;14;1772830800;0.0;0;1.08;2.16;24;0.0;0;0;False;0.0;1.08;644.86;;;;;;META;2026-03-06
META260320P00005000;META;1774036800;put;5.0;1744119000;14;1772830800;0.0;0;0.005;0.01;88;0.03;3114;0;False;0.0;0.005;644.86;;;;;;META;2026-03-06
META260320P00010000;META;1774036800;put;10.0;1744119000;14;1772830800;0.0;0;1.085;2.17;24;0.02;160;0;False;0.0;1.085;644.86;;;;;;META;2026-03-06
META260320P00015000;META;1774036800;put;15.0;1744119000;14;1772830800;0.0;0;1.085;2.17;24;0.0;0;0;False;0.0;1.085;644.86;;;;;;META;2026-03-06
META260320P00020000;META;1774036800;put;20.0;1744119000;14;1772830800;0.0;0;1.085;2.17;24;0.02;10;0;False;0.0;1.085;644.86;;;;;;META;2026-03-06
META260320P00025000;META;1774036800;put;25.0;1744119000;14;1772830800;0.0;0;1.085;2.17;24;0.01;3;0;False;0.0;1.085;644.86;;;;;;META;2026-03-06
META260320P00030000;META;1774036800;put;30.0;1744119000;14;1772830800;0.0;0;1.085;2.17;24;0.01;3;0;False;0.0;1.085;644.86;;;;;;META;2026-03-06
META260320P00035000;META;1774036800;put;35.0;1744119000;14;1772830800;0.0;0;1.085;2.17;24;0.01;4;0;False;0.0;1.085;644.86;;;;;;META;2026-03-06
META260320P00040000;META;1774036800;put;40.0;1744119000;14;1772830800;0.0;0;1.085;2.17;24;0.01;2;0;False;0.0;1.085;644.86;;;;;;META;2026-03-06
META260320P00045000;META;1774036800;put;45.0;1744119000;14;1772830800;0.0;0;1.085;2.17;24;0.01;1;0;False;0.0;1.085;644.86;;;;;;META;2026-03-06
META260320P00050000;META;1774036800;put;50.0;1744119000;14;1772830800;0.0;0;0.025;0.05;6;0.05;17;0;False;0.0;0.025;644.86;;;;;;META;2026-03-06
META260320P00060000;META;1774036800;put;60.0;1744119000;14;1772830800;0.0;0;1.085;2.17;24;0.01;16;0;False;0.0;1.085;644.86;;;;;;META;2026-03-06
META260320P00070000;META;1774036800;put;70.0;1744119000;14;1772830800;0.0;0;0.005;0.01;1;0.01;12;0;False;0.0;0.005;644.86;;;;;;META;2026-03-06
META260320P00080000;META;1774036800;put;80.0;1744119000;14;1772830800;0.0;0;0.005;0.01;1;0.01;19;0;False;0.0;0.005;644.86;;;;;;META;2026-03-06
META260320P00090000;META;1774036800;put;90.0;1744119000;14;1772830800;0.0;0;0.01;0.02;2;0.01;900;0;False;0.0;0.01;644.86;;;;;;META;2026-03-06
META260320P00250000;META;1774036800;put;250.0;1744119000;14;1772830800;0.0;0;0.02;0.04;1;0.02;4320;4;False;0.0;0.02;644.86;;;;;;META;2026-03-06
META260320P00260000;META;1774036800;put;260.0;1744119000;14;1772830800;0.0;0;0.545;1.09;24;0.05;50;0;False;0.0;0.545;644.86;;;;;;META;2026-03-06
META260320P00270000;META;1774036800;put;270.0;1744119000;14;1772830800;0.0;0;0.075;0.15;1;0.04;36;0;False;0.0;0.075;644.86;;;;;;META;2026-03-06
META260320P00280000;META;1774036800;put;280.0;1744119000;14;1772830800;0.0;0;0.075;0.15;1;0.08;472;0;False;0.0;0.075;644.86;;;;;;META;2026-03-06
META260320P00290000;META;1774036800;put;290.0;1743514200;14;1772830800;0.0;0;0.435;0.87;59;0.79;309;0;False;0.0;0.435;644.86;;;;;;META;2026-03-06
META260320P00300000;META;1774036800;put;300.0;1742823000;14;1772830800;0.01;8;0.03;0.05;1;0.03;1545;0;False;0.0;0.03;644.86;;;;;;META;2026-03-06
META260320P00310000;META;1774036800;put;310.0;1741699800;14;1772830800;0.01;50;0.065;0.12;46;0.06;792;3;False;0.0;0.065;644.86;;;;;;META;2026-03-06
META260320P00320000;META;1774036800;put;320.0;1737729000;14;1772830800;0.01;98;0.035;0.06;1;0.01;492;2;False;0.0;0.035;644.86;;;;;;META;2026-03-06
META260320P00330000;META;1774036800;put;330.0;1737729000;14;1772830800;0.01;1;0.05;0.09;5;0.03;226;5;False;0.0;0.05;644.86;;;;;;META;2026-03-06
META260320P00340000;META;1774036800;put;340.0;1737729000;14;1772830800;0.0;0;0.035;0.07;1;0.05;205;2;False;0.0;0.035;644.86;;;;;;META;2026-03-06
META260320P00350000;META;1774036800;put;350.0;1737729000;14;1772830800;0.0;0;0.035;0.07;1;0.04;1788;3;False;0.0;0.035;644.86;;;;;;META;2026-03-06
META260320P00360000;META;1774036800;put;360.0;1737729000;14;1772830800;0.01;5;0.075;0.14;5;0.04;368;0;False;0.0;0.075;644.86;;;;;;META;2026-03-06
META260320P00370000;META;1774036800;put;370.0;1737729000;14;1772830800;0.0;0;0.075;0.15;6;0.06;803;0;False;0.0;0.075;644.86;;;;;;META;2026-03-06
META260320P00380000;META;1774036800;put;380.0;1737729000;14;1772830800;0.01;1;0.06;0.11;5;0.1;1272;4;False;0.0;0.06;644.86;;;;;;META;2026-03-06
META260320P00390000;META;1774036800;put;390.0;1737729000;14;1772830800;0.0;0;0.055;0.11;1;0.06;375;0;False;0.0;0.055;644.86;;;;;;META;2026-03-06
META260320P00400000;META;1774036800;put;400.0;1737729000;14;1772830800;0.0;0;0.075;0.15;31;0.01;1016;0;False;0.0;0.075;644.86;;;;;;META;2026-03-06
META260320P00410000;META;1774036800;put;410.0;1737729000;14;1772830800;0.0;0;0.105;0.21;100;0.07;802;4;False;0.0;0.105;644.86;;;;;;META;2026-03-06
META260320P00420000;META;1774036800;put;420.0;1737729000;14;1772830800;0.03;80;0.09;0.15;1;0.01;1523;0;False;0.0;0.09;644.86;;;;;;META;2026-03-06
META260320P00430000;META;1774036800;put;430.0;1737729000;14;1772830800;0.06;61;0.19;0.32;63;0.11;1822;1;False;0.0;0.19;644.86;;;;;;META;2026-03-06
META260320P00440000;META;1774036800;put;440.0;1737729000;14;1772830800;0.1;61;0.215;0.33;95;0.17;2930;509;False;0.0;0.215;644.86;;;;;;META;2026-03-06
META260320P00445000;META;1774036800;put;445.0;1769092200;14;1772830800;0.03;35;0.22;0.41;32;0.15;4;0;False;0.0;0.22;644.86;;;;;;META;2026-03-06
META260320P00450000;META;1774036800;put;450.0;1737729000;14;1772830800;0.17;1;0.265;0.36;51;0.21;3558;30;False;0.0;0.265;644.86;;;;;;META;2026-03-06
META260320P00455000;META;1774036800;put;455.0;1769092200;14;1772830800;0.08;39;0.205;0.33;48;0.21;37;16;False;0.0;0.205;644.86;;;;;;META;2026-03-06
META260320P00460000;META;1774036800;put;460.0;1737729000;14;1772830800;0.17;61;0.235;0.3;38;0.16;639;1;False;0.0;0.235;644.86;;;;;;META;2026-03-06
META260320P00465000;META;1774036800;put;465.0;1767969000;14;1772830800;0.2;82;0.275;0.35;33;0.21;60;10;False;0.0;0.275;644.86;;;;;;META;2026-03-06
META260320P00470000;META;1774036800;put;470.0;1737729000;14;1772830800;0.23;141;0.31;0.39;79;0.31;1644;12;False;0.0;0.31;644.86;;;;;;META;2026-03-06
META260320P00475000;META;1774036800;put;475.0;1767364200;14;1772830800;0.26;63;0.325;0.39;13;0.29;152;2;False;0.0;0.325;644.86;;;;;;META;2026-03-06
META260320P00480000;META;1774036800;put;480.0;1737729000;14;1772830800;0.29;27;0.36;0.43;8;0.32;1001;243;False;0.0;0.36;644.86;;;;;;META;2026-03-06
META260320P00485000;META;1774036800;put;485.0;1767364200;14;1772830800;0.33;65;0.415;0.5;16;0.33;127;36;False;0.0;0.415;644.86;;;;;;META;2026-03-06
META260320P00490000;META;1774036800;put;490.0;1737729000;14;1772830800;0.39;33;0.475;0.56;17;0.48;3710;6;False;0.0;0.475;644.86;;;;;;META;2026-03-06
META260320P00495000;META;1774036800;put;495.0;1767364200;14;1772830800;0.42;27;0.53;0.64;119;0.28;216;0;False;0.0;0.53;644.86;;;;;;META;2026-03-06
META260320P00500000;META;1774036800;put;500.0;1737729000;14;1772830800;0.57;100;0.635;0.7;89;0.61;5603;225;False;0.0;0.635;644.86;;;;;;META;2026-03-06
META260320P00505000;META;1774036800;put;505.0;1767364200;14;1772830800;0.57;31;0.675;0.78;142;0.55;799;2;False;0.0;0.675;644.86;;;;;;META;2026-03-06
META260320P00510000;META;1774036800;put;510.0;1737729000;14;1772830800;0.62;76;0.725;0.83;70;0.81;1193;18;False;0.0;0.725;644.86;;;;;;META;2026-03-06
META260320P00515000;META;1774036800;put;515.0;1767364200;14;1772830800;0.64;43;0.775;0.91;39;1.06;297;60;False;0.0;0.775;644.86;;;;;;META;2026-03-06
META260320P00520000;META;1774036800;put;520.0;1737729000;14;1772830800;0.83;75;0.92;1.01;45;0.91;2243;215;False;0.0;0.92;644.86;;;;;;META;2026-03-06
META260320P00525000;META;1774036800;put;525.0;1767364200;14;1772830800;0.95;51;1.035;1.12;61;1.1;572;27;False;0.0;1.035;644.86;;;;;;META;2026-03-06
META260320P00530000;META;1774036800;put;530.0;1737729000;14;1772830800;1.07;55;1.16;1.25;47;1.05;2416;159;False;0.0;1.16;644.86;;;;;;META;2026-03-06
META260320P00535000;META;1774036800;put;535.0;1767364200;14;1772830800;1.2;95;1.305;1.41;35;1.39;433;11;False;0.0;1.305;644.86;;;;;;META;2026-03-06
META260320P00540000;META;1774036800;put;540.0;1737729000;14;1772830800;1.35;66;1.45;1.55;9;1.43;2640;127;False;0.0;1.45;644.86;;;;;;META;2026-03-06
META260320P00545000;META;1774036800;put;545.0;1767364200;14;1772830800;1.49;69;1.615;1.74;56;1.88;841;56;False;0.0;1.615;644.86;;;;;;META;2026-03-06
META260320P00550000;META;1774036800;put;550.0;1737729000;14;1772830800;1.72;68;1.875;2.03;62;1.84;4062;107;False;0.0;1.875;644.86;;;;;;META;2026-03-06
META260320P00555000;META;1774036800;put;555.0;1767364200;14;1772830800;1.9;49;2.035;2.17;49;2.09;385;51;False;0.0;2.035;644.86;;;;;;META;2026-03-06
META260320P00560000;META;1774036800;put;560.0;1737729000;14;1772830800;2.14;67;2.28;2.42;43;2.4;3345;105;False;0.0;2.28;644.86;;;;;;META;2026-03-06
META260320P00565000;META;1774036800;put;565.0;1767364200;14;1772830800;2.47;54;2.61;2.75;57;2.74;1353;84;False;0.0;2.61;644.86;;;;;;META;2026-03-06
META260320P00570000;META;1774036800;put;570.0;1737729000;14;1772830800;2.74;82;2.945;3.15;88;3.0;4501;296;False;0.0;2.945;644.86;;;;;;META;2026-03-06
META260320P00575000;META;1774036800;put;575.0;1767364200;14;1772830800;3.2;66;3.35;3.5;47;3.4;2722;347;False;0.0;3.35;644.86;;;;;;META;2026-03-06
META260320P00580000;META;1774036800;put;580.0;1737729000;14;1772830800;3.5;55;3.75;4.0;58;3.8;4632;316;False;0.0;3.75;644.86;;;;;;META;2026-03-06
META260320P00585000;META;1774036800;put;585.0;1767364200;14;1772830800;4.0;42;4.2;4.4;30;4.4;1241;238;False;0.0;4.2;644.86;;;;;;META;2026-03-06
META260320P00590000;META;1774036800;put;590.0;1737729000;14;1772830800;4.65;47;4.875;5.1;47;4.65;3048;482;False;0.0;4.875;644.86;;;;;;META;2026-03-06
META260320P00595000;META;1774036800;put;595.0;1767364200;14;1772830800;5.2;47;5.45;5.7;54;5.25;2585;203;False;0.0;5.45;644.86;;;;;;META;2026-03-06
META260320P00600000;META;1774036800;put;600.0;1737729000;14;1772830800;6.0;83;6.275;6.55;94;6.4;9438;645;False;0.0;6.275;644.86;;;;;;META;2026-03-06
META260320P00605000;META;1774036800;put;605.0;1767364200;14;1772830800;6.65;69;7.0;7.35;61;6.9;1632;529;False;0.0;7.0;644.86;;;;;;META;2026-03-06
META260320P00610000;META;1774036800;put;610.0;1737729000;14;1772830800;7.65;72;7.975;8.3;57;8.15;2306;1050;False;0.0;7.975;644.86;;;;;;META;2026-03-06
META260320P00615000;META;1774036800;put;615.0;1752759000;14;1772830800;8.9;1;9.075;9.25;28;9.12;2264;1103;False;0.0;9.075;644.86;;;;;;META;2026-03-06
META260320P00620000;META;1774036800;put;620.0;1737729000;14;1772830800;9.95;46;10.275;10.6;52;10.2;3717;480;False;0.0;10.275;644.86;;;;;;META;2026-03-06
META260320P00625000;META;1774036800;put;625.0;1752759000;14;1772830800;11.05;83;11.375;11.7;26;11.49;2900;241;False;0.0;11.375;644.86;;;;;;META;2026-03-06
META260320P00630000;META;1774036800;put;630.0;1737729000;14;1772830800;12.5;40;12.975;13.45;38;12.69;5099;684;False;0.0;12.975;644.86;;;;;;META;2026-03-06
META260320P00632500;META;1774036800;put;632.5;1771857000;14;1772830800;13.0;61;13.6;14.2;42;15.15;315;149;False;0.0;13.6;644.86;;;;;;META;2026-03-06
META260320P00635000;META;1774036800;put;635.0;1752759000;14;1772830800;13.85;59;14.475;15.1;47;14.33;4369;528;False;0.0;14.475;644.86;;;;;;META;2026-03-06
META260320P00637500;META;1774036800;put;637.5;1771857000;14;1772830800;14.85;37;15.35;15.85;20;15.53;174;321;False;0.0;15.35;644.86;;;;;;META;2026-03-06
META260320P00640000;META;1774036800;put;640.0;1737729000;14;1772830800;15.85;61;16.5;17.15;88;15.8;2782;783;False;0.0;16.5;644.86;;;;;;META;2026-03-06
META260320P00642500;META;1774036800;put;642.5;1771857000;14;1772830800;17.05;60;17.6;18.15;75;17.5;152;259;False;0.0;17.6;644.86;;;;;;META;2026-03-06
META260320P00645000;META;1774036800;put;645.0;1752759000;14;1772830800;18.0;52;18.6;19.2;69;17.95;1207;456;True;0.14;18.46;644.86;;;;;;META;2026-03-06
META260320P00647500;META;1774036800;put;647.5;1771857000;14;1772830800;19.15;30;19.7;20.25;27;19.3;262;127;True;2.64;17.06;644.86;;;;;;META;2026-03-06
META260320P00650000;META;1774036800;put;650.0;1737729000;14;1772830800;20.0;53;20.825;21.65;73;20.0;6736;615;True;5.14;15.685;644.86;;;;;;META;2026-03-06
META260320P00652500;META;1774036800;put;652.5;1771857000;14;1772830800;21.4;53;21.9;22.4;29;21.8;399;32;True;7.64;14.26;644.86;;;;;;META;2026-03-06
META260320P00655000;META;1774036800;put;655.0;1752759000;14;1772830800;22.95;23;23.65;24.35;54;22.95;2703;73;True;10.14;13.51;644.86;;;;;;META;2026-03-06
META260320P00657500;META;1774036800;put;657.5;1771857000;14;1772830800;24.2;16;24.6;25.0;15;24.1;365;210;True;12.64;11.96;644.86;;;;;;META;2026-03-06
META260320P00660000;META;1774036800;put;660.0;1737729000;14;1772830800;25.6;22;26.325;27.05;27;27.01;3315;75;True;15.14;11.185;644.86;;;;;;META;2026-03-06
META260320P00662500;META;1774036800;put;662.5;1771857000;14;1772830800;27.0;14;27.725;28.45;21;27.75;141;4;True;17.64;10.085;644.86;;;;;;META;2026-03-06
META260320P00665000;META;1774036800;put;665.0;1752759000;14;1772830800;28.2;40;29.0;29.8;40;30.18;1784;149;True;20.14;8.86;644.86;;;;;;META;2026-03-06
META260320P00667500;META;1774036800;put;667.5;1771857000;14;1772830800;30.1;22;30.925;31.75;29;28.5;134;15;True;22.64;8.285;644.86;;;;;;META;2026-03-06
META260320P00670000;META;1774036800;put;670.0;1737729000;14;1772830800;30.95;33;32.075;33.2;26;31.79;3392;42;True;25.14;6.935;644.86;;;;;;META;2026-03-06
META260320P00672500;META;1774036800;put;672.5;1771857000;14;1772830800;32.55;31;33.95;35.35;25;33.26;526;49;True;27.64;6.31;644.86;;;;;;META;2026-03-06
META260320P00675000;META;1774036800;put;675.0;1752759000;14;1772830800;34.4;57;35.7;37.0;26;35.5;921;13;True;30.14;5.56;644.86;;;;;;META;2026-03-06
META260320P00677500;META;1774036800;put;677.5;1771857000;14;1772830800;35.85;44;37.45;39.05;31;40.55;131;35;True;32.64;4.81;644.86;;;;;;META;2026-03-06
META260320P00680000;META;1774036800;put;680.0;1737729000;14;1772830800;37.7;45;39.875;42.05;34;41.35;1330;16;True;35.14;4.735;644.86;;;;;;META;2026-03-06
META260320P00685000;META;1774036800;put;685.0;1752759000;14;1772830800;41.05;50;43.575;46.1;26;46.0;630;15;True;40.14;3.435;644.86;;;;;;META;2026-03-06
META260320P00690000;META;1774036800;put;690.0;1737729000;14;1772830800;45.2;49;47.7;50.2;29;48.06;1275;19;True;45.14;2.56;644.86;;;;;;META;2026-03-06
META260320P00695000;META;1774036800;put;695.0;1752759000;14;1772830800;49.55;44;51.95;54.35;27;53.35;822;32;True;50.14;1.81;644.86;;;;;;META;2026-03-06
META260320P00700000;META;1774036800;put;700.0;1737729000;14;1772830800;54.0;52;56.55;59.1;24;58.2;3069;40;True;55.14;1.41;644.86;;;;;;META;2026-03-06
META260320P00705000;META;1774036800;put;705.0;1752759000;14;1772830800;58.95;47;61.375;63.8;16;62.88;970;1;True;60.14;1.235;644.86;;;;;;META;2026-03-06
META260320P00710000;META;1774036800;put;710.0;1737729000;14;1772830800;63.3;45;65.825;68.35;31;67.71;960;13;True;65.14;0.685;644.86;;;;;;META;2026-03-06
META260320P00715000;META;1774036800;put;715.0;1752759000;14;1772830800;68.85;38;71.05;73.25;20;72.71;627;2;True;70.14;0.91;644.86;;;;;;META;2026-03-06
META260320P00720000;META;1774036800;put;720.0;1737729000;14;1772830800;73.0;46;75.575;78.15;21;74.27;1443;4;True;75.14;0.435;644.86;;;;;;META;2026-03-06
META260320P00725000;META;1774036800;put;725.0;1752759000;14;1772830800;78.0;45;80.65;83.3;16;68.45;341;0;True;80.14;0.51;644.86;;;;;;META;2026-03-06
META260320P00730000;META;1774036800;put;730.0;1737729000;14;1772830800;83.0;48;85.475;87.95;32;88.84;866;41;True;85.14;0.335;644.86;;;;;;META;2026-03-06
META260320P00735000;META;1774036800;put;735.0;1752759000;14;1772830800;88.0;45;90.575;93.15;21;78.05;164;0;True;90.14;0.435;644.86;;;;;;META;2026-03-06
META260320P00740000;META;1774036800;put;740.0;1737729000;14;1772830800;93.2;43;95.525;97.85;18;94.12;383;1;True;95.14;0.385;644.86;;;;;;META;2026-03-06
META260320P00745000;META;1774036800;put;745.0;1752759000;14;1772830800;98.0;47;100.525;103.05;21;87.95;377;0;True;100.14;0.385;644.86;;;;;;META;2026-03-06
META260320P00750000;META;1774036800;put;750.0;1737729000;14;1772830800;102.6;46;105.05;107.5;26;90.46;252;0;True;105.14;0.09;644.86;;;;;;META;2026-03-06
META260320P00755000;META;1774036800;put;755.0;1752759000;14;1772830800;108.0;35;110.5;113.0;21;101.0;33;0;True;110.14;0.36;644.86;;;;;;META;2026-03-06
META260320P00760000;META;1774036800;put;760.0;1737729000;14;1772830800;112.25;33;115.1;117.95;2;100.55;80;0;True;115.14;0.04;644.86;;;;;;META;2026-03-06
META260320P00765000;META;1774036800;put;765.0;1752759000;14;1772830800;116.6;30;120.1;123.6;1;107.91;59;0;True;120.14;0.04;644.86;;;;;;META;2026-03-06
META260320P00770000;META;1774036800;put;770.0;1737729000;14;1772830800;121.55;30;125.075;128.6;1;110.45;11;0;True;125.14;0.065;644.86;;;;;;META;2026-03-06
META260320P00775000;META;1774036800;put;775.0;1752759000;14;1772830800;126.7;30;130.15;133.6;5;130.6;0;0;True;130.14;0.01;644.86;;;;;;META;2026-03-06
META260320P00780000;META;1774036800;put;780.0;1737729000;14;1772830800;131.5;30;135.05;138.6;1;133.1;21;200;True;135.14;0.09;644.86;;;;;;META;2026-03-06
META260320P00785000;META;1774036800;put;785.0;1752759000;14;1772830800;136.5;25;140.225;143.95;1;138.1;6;60;True;140.14;0.085;644.86;;;;;;META;2026-03-06
META260320P00790000;META;1774036800;put;790.0;1737729000;14;1772830800;141.6;27;145.1;148.6;1;143.05;10;100;True;145.14;0.04;644.86;;;;;;META;2026-03-06
META260320P00795000;META;1774036800;put;795.0;1752759000;14;1772830800;147.3;30;150.325;153.35;2;148.05;6;60;True;150.14;0.185;644.86;;;;;;META;2026-03-06
META260320P00800000;META;1774036800;put;800.0;1737729000;14;1772830800;152.45;35;155.2;157.95;5;156.29;38;390;True;155.14;0.06;644.86;;;;;;META;2026-03-06
META260320P00805000;META;1774036800;put;805.0;1752759000;14;1772830800;156.65;30;159.9;163.15;1;164.65;7;100;True;160.14;0.24;644.86;;;;;;META;2026-03-06
META260320P00810000;META;1774036800;put;810.0;1737729000;14;1772830800;162.8;32;165.575;168.35;2;169.75;8;100;True;165.14;0.435;644.86;;;;;;META;2026-03-06
META260320P00815000;META;1774036800;put;815.0;1752759000;14;1772830800;166.65;30;170.125;173.6;1;172.35;0;0;True;170.14;0.015;644.86;;;;;;META;2026-03-06
META260320P00820000;META;1774036800;put;820.0;1737729000;14;1772830800;172.75;30;175.675;178.6;1;92.95;0;0;True;175.14;0.535;644.86;;;;;;META;2026-03-06
META260320P00825000;META;1774036800;put;825.0;1767364200;14;1772830800;177.7;30;180.65;183.6;1;0.0;0;0;True;180.14;0.51;644.86;;;;;;META;2026-03-06
META260320P00830000;META;1774036800;put;830.0;1737729000;14;1772830800;181.65;30;185.125;188.6;1;164.03;0;0;True;185.14;0.015;644.86;;;;;;META;2026-03-06
